,client_msg_id,type,text,user,ts,team,blocks,bot_id,bot_profile,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,subscribed,reactions,subtype,inviter,edited,attachments,Channel_id,Channel_name,bot_link,purpose
287,6efc470e-2f92-4020-8cdc-e58f158d3dce,message,<@U01BXC8LK27> hi !,U01BS8YKHS8,1601909046.0078,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': '50d3', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01BXC8LK27'}, {'type': 'text', 'text': ' hi !'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,
288,B5CD1AE3-968C-4941-8DAF-963FC2D67ABA,message,Ya vamos a usarlo para un experimento ,U01BDB84630,1601908292.0070002,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'EG2N', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Ya vamos a usarlo para un experimento '}]}]}]",,,,,,,,,,,,"[{'name': '+1', 'users': ['U01BS8YKHS8', 'U01BYMTTXCH'], 'count': 2}]",,,,,C01BSU4AC2Y,test,,
289,A3F323CA-E42F-4152-9AE0-535F9E7B38C6,message,Perfecto ,U01BDB84630,1601908268.0063,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'SRS0', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Perfecto '}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,
290,55940c6c-8d36-4494-bf9e-362e9a84033e,message,"si, Jose, un poquito lo usé en una capacitación el año pasado",U01BS8YKHS8,1601907643.006,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'V+lM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'si, Jose, un poquito lo usé en una capacitación el año pasado'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,
291,14CB3A23-9123-44BF-96CC-FC3428A51591,message,Conoces postman Veronica?,U01BDB84630,1601905852.0055,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'kw21Y', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Conoces postman Veronica?'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,
292,bf943e44-7258-4f5b-941e-54ff1abd853d,message,"jaja sabe saludar, pero ahora me llego un mail de actualización de tokens, asi que tengo que ver eso",U01BS8YKHS8,1601905698.005,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'G0JR', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'jaja sabe saludar, pero ahora me llego un mail de actualización de tokens, asi que tengo que ver eso'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,
293,B3CACA12-8F9F-4BE7-B503-A8DA95E73EE4,message,<@U01BXC8LK27> que sabes hacer ?,U01BDB84630,1601905107.0045,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'rbvx', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01BXC8LK27'}, {'type': 'text', 'text': ' que sabes hacer ?'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,
294,0ce68999-4ffb-412b-80fb-626f41294fc4,message,jajajaja esta perfecto!,U01BYMTTXCH,1601905042.0036,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'XXKF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'jajajaja esta perfecto!'}]}]}]",,,,,,,,,,,,"[{'name': 'heart', 'users': ['U01BS8YKHS8', 'U01BDB84630'], 'count': 2}]",,,,,C01BSU4AC2Y,test,,
295,7554a80d-1bf0-4ae7-818b-d2ede0a73f0b,message,Por ahora nuestro bot saluda :grin:,U01BS8YKHS8,1601905032.0033,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'F4S', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Por ahora nuestro bot saluda '}, {'type': 'emoji', 'name': 'grin'}]}]}]",,,,,,,,,,,,,,,,,C01BSU4AC2Y,test,,
296,C20DFCFF-5418-4693-B1BC-80DFA5A2BF7A,message,Bieeeeeeen,U01BDB84630,1601905004.0028,T01BYMK9H7B,"[{'type': 'rich_text', 'block_id': 'HDVf', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Bieeeeeeen'}]}]}]",,,,,,,,,,,,"[{'name': 'grinning', 'users': ['U01BS8YKHS8'], 'count': 1}]",,,,,C01BSU4AC2Y,test,,
